Id,Sales
199,10425.4688624
200,6084.32939141
201,10521.7243636
202,20256.644118
203,3398.95766826
204,5678.26332987
205,10481.2799002
206,5352.31646582
207,10109.0564537
208,7523.69726135
209,7663.29726428
210,3625.25119093
211,7358.68118589
212,6779.75778251
213,7833.56190374
214,9067.92914261
215,6837.05343141
216,6323.00181312
217,7275.11288261
218,5509.88945654
219,4966.87645167
220,8232.5391021
221,6361.02341874
222,6586.29105858
223,7427.60330724
224,6652.36800143
225,5400.69375947
226,7857.37157663
227,7643.50356833
228,8786.19415193
229,6100.9589916
230,7406.57209925
231,5988.73023912
232,3860.77657187
233,6779.9518895
234,7831.76313202
235,5495.83680925
236,4755.94648055
237,10062.0059469
238,8066.5604727
239,9564.6261993
240,7189.29433555
241,6212.77010109
242,5954.77492979
243,4754.63429167
244,10898.6603455
245,5201.06390994
246,8257.0044128
247,16030.1325416
248,7675.86105398
249,8948.47078359
250,5450.75466617
251,4886.42621676
252,7826.33632293
253,4575.95660234
254,6991.78926854
255,11130.2692516
256,5876.27765666
257,16849.157705
258,15311.6902868
259,5124.13384265
260,7936.7717279
261,5467.59104763
262,7072.11062811
263,5879.99874258
264,11341.995878
265,8022.56116977
266,9740.09820775
267,4905.43197247
268,7232.93438047
269,5104.10408155
270,8758.81934727
271,7662.07958085
272,6583.57362337
273,6974.37069414
274,5468.26539004
275,8498.33748119
276,10419.5811159
277,5859.14441145
278,10695.7176483
279,7255.25358422
280,9861.05783459
281,4874.55460513
282,5733.29594851
283,5571.22262291
284,10845.3674687
285,7167.79542822
286,8662.58935783
287,7596.31389642
288,9167.71157649
289,4574.1110258
290,8572.88699328
291,6695.59070283
292,4358.67942996
293,15048.8395237
294,19071.2808732
295,7676.95607492
296,8430.01906769
297,10157.2346779
298,10964.6560047
299,11336.1628843
300,6301.96300289
301,7916.52699783
302,6243.92271255
303,9010.92198267
304,4288.60221993
305,5917.50627944
306,5900.97473312
307,5952.14900874
308,8058.30536319
309,5331.35284081
310,5146.44976705
311,6331.42566866
312,4199.9429178
313,4956.48901138
314,6126.74613285
315,6692.50058829
316,9866.67641025
317,8546.98867365
318,7928.84093917
319,6686.84130044
320,6629.28173244
321,12215.3870517
322,8400.28379363
323,5771.13080448
324,4544.48853885
325,8998.18182499
326,4697.51497913
327,7232.89928876
328,3604.59378324
329,5417.60506484
330,8360.34077935
331,6520.07537247
332,5562.6106898
333,9214.5922003
334,10578.3275394
335,12145.7044633
336,6332.6575256
337,10032.2939068
338,3315.79618475
339,5509.35339245
340,6718.2959131
341,4747.52814223
342,8173.21232841
343,5596.02252566
344,5274.47656899
345,9181.58642156
346,12351.300353
347,10755.0607381
348,5758.61129872
349,6036.60852055
350,7898.50688511
351,7064.67633175
352,6943.37128905
353,4987.89754912
354,7436.84302519
355,10841.681379
356,4764.24062098
357,6690.13226042
358,8165.53636974
359,8602.80562706
360,14436.1908591
361,6344.83934208
362,13690.4437205
363,7566.00488676
364,5518.20809953
365,4320.00116202
366,6548.12241901
367,6777.75575142
368,5617.86615261
369,8007.17494584
370,4783.32338472
371,4996.97669891
372,7639.67958493
373,3720.47596485
374,8149.88830627
375,7051.22125038
376,8339.25622393
377,8635.86480322
378,5987.59818133
379,9562.67148511
380,6784.38729431
381,5299.72727903
382,5130.0705436
383,5605.14266588
384,11733.1098587
385,7006.25289232
386,5385.08673578
387,7929.04227882
388,9010.07076796
389,7108.10354801
390,6772.50237201
391,8854.34729086
392,5660.52766745
393,5557.77277288
394,6148.87318047
395,9158.54521663
396,6651.23151216
397,6798.44765823
398,6025.81940552
399,5509.94365879
400,4000.17734905
401,5899.82875319
402,8746.96834879
403,8956.00047896
404,10712.6956313
405,11928.6855325
406,8540.32585778
407,4213.12938701
408,5181.38153902
409,11299.0536655
410,10673.3373842
411,8031.68171221
412,9111.48128366
413,8793.97067333
414,6030.91589397
415,4258.2232319
416,11087.6526702
417,5775.11708329
418,7031.06000062
419,6757.12251077
420,3475.8938552
421,12152.8352612
422,5937.71590127
423,5479.42356056
424,4781.01523509
425,6147.6373059
426,6973.26204148
427,9152.38512737
428,6762.87086143
429,4641.86772562
430,5643.87912672
431,4569.59312063
432,3732.89208026
433,7684.45990273
434,19167.3782087
435,5667.05770923
436,5767.20456104
437,6901.0782445
438,5471.08577875
439,5975.07212744
440,4941.77229948
441,4890.09472076
442,7417.88901486
443,7566.76388352
444,4321.95840922
445,9302.80894767
446,6276.99424215
447,5124.24948139
448,8723.18015566
449,8708.69395455
450,10768.6311677
451,6231.96253752
452,7880.5381405
453,5067.01635915
454,6076.03253748
455,14739.6412004
456,9765.55662354
457,6795.60541898
458,5137.07214885
459,5126.71449718
460,6062.62132785
461,5791.39352893
462,11475.5059811
463,5349.00238547
464,6172.26432841
465,7690.3550881
466,5021.24204485
467,6971.89766872
468,7876.64683317
469,8622.32400467
470,7675.04057975
471,4526.16072321
472,5750.74794142
473,7438.48819031
474,10170.4080342
475,9378.09020127
476,7031.52500027
477,4924.94428878
478,7622.77064024
479,6505.27062896
480,4940.9864382
481,7857.57572802
482,7746.27533332
483,6933.19317316
484,6288.59911979
485,6667.35143755
486,7854.15720536
487,5792.0585878
488,7216.40784067
489,7044.8426608
490,6350.58921155
491,9726.57704829
492,6448.59791328
493,5215.58174218
494,12133.9279121
495,7091.36267852
496,3795.70113509
497,8397.63875806
498,8842.62771258
499,11722.151935
500,5392.52587325
501,6387.21288327
502,6244.68084546
503,7656.92982942
504,6398.42778507
505,8595.7255032
506,3541.58627796
507,6510.63544197
508,7065.79013336
509,6331.73141311
510,5263.55995479
511,7179.68286748
512,9120.7840992
513,4661.32060562
514,9284.37505559
515,7473.22294329
516,9447.03570803
517,4814.61398635
518,6937.95080875
519,6382.84450789
520,7797.77972423
521,8668.60254609
522,6267.41272255
523,7496.35329031
524,8489.71133595
525,7890.9977945
526,4794.24968673
527,3755.90066001
528,7696.91273353
529,7398.42867092
530,8757.73217282
531,8082.07247775
532,6167.09198949
533,9256.56089373
534,7546.53548838
535,7709.61147847
536,8209.65133205
537,6476.45984404
538,8489.05058257
539,11419.8275745
540,6878.58271344
541,4720.51984151
542,6402.88529174
543,4839.88777306
544,3627.9330656
545,8924.79426119
546,5880.72260713
547,8676.67086676
548,4949.62966702
549,7813.52036343
550,6865.50049169
551,11095.5373353
552,4556.65334696
553,5702.79691369
554,6222.51827414
555,8574.74029592
556,5650.44624794
557,7742.50228803
558,7963.05237301
559,10301.6524913
560,7455.24576809
561,7492.45808037
562,6304.33135933
563,5105.96798653
564,5534.65410407
565,10750.8115633
566,10096.1260639
567,6226.14966873
568,15129.5515686
569,7083.47871688
570,5945.74193868
571,6827.92267199
572,8885.65899431
573,10022.2003525
574,7298.79114597
575,8314.66185651
576,8332.1817937
577,7301.48362934
578,6702.86229508
579,6308.06695165
580,5847.95431132
581,5357.52171221
582,4517.76486967
583,6043.28177228
584,9671.94379864
585,16816.298108
586,6538.09501035
587,5465.82972276
588,7714.35483541
589,4176.50521358
590,6491.43908285
591,4091.91307343
592,9501.43521573
593,6397.6649013
594,6446.46366968
595,13964.3603617
596,10969.8407758
597,7355.82476908
598,7253.19306662
599,3889.81928733
600,6070.8165664
601,5720.81401604
602,9140.4658872
603,5039.12988258
604,4212.02109688
605,6427.41751193
606,6031.50985318
607,8215.79337379
608,7111.03997596
609,3402.8366384
610,7636.19088222
611,8184.18420715
612,8619.90315486
613,5081.12175023
614,4808.76156098
615,8353.30574407
616,4153.05114108
617,9857.60262479
618,5844.33654731
619,5396.41786745
620,7528.87331993
621,6619.69760761
622,5044.96407438
623,6734.55899151
624,7488.45729348
625,9840.4406452
626,10484.8819816
627,6358.51537582
628,4268.14739087
629,6250.0862161
630,8738.19012742
631,5512.92773586
632,6886.11162963
633,6596.29662204
634,12169.759288
635,8294.07658773
636,6411.26296154
637,7573.1255932
638,4748.7446449
639,9276.53428823
640,6531.46646226
641,14584.3466593
642,6863.79278333
643,5966.03470166
644,5376.19006149
645,3724.2880112
646,8135.51406111
647,18219.3517696
648,4607.22089747
649,5041.07236658
650,10309.7978892
651,7085.64643236
652,7217.04167905
653,8358.70981932
654,6690.19726148
655,5336.05775699
656,5349.41724518
657,9832.64632771
658,6590.69596301
659,7725.75040333
660,7228.64099223
661,4821.69005203
662,7335.73290504
663,6017.01617374
664,3791.13897459
665,9110.802442
666,8853.64312182
667,4819.4485475
668,7914.39127872
669,7739.59492735
670,4979.57904912
671,9927.92538693
672,6237.46717374
673,9242.97225677
674,4884.53401285
675,5597.69120683
676,6417.3462023
677,4273.48614882
678,8189.66028211
679,4595.49356566
680,6629.85130367
681,5045.04865657
682,6068.45212007
683,5851.76745618
684,7265.24924952
685,7665.85034281
686,8138.00808952
687,6219.5502772
688,7784.91797467
689,6886.7513872
690,8772.99373251
691,9687.4552113
692,7156.39983826
693,3449.01727117
694,5958.26360951
695,7887.47839058
696,4760.39240235
697,11867.319723
698,6389.5883006
699,8863.86006752
700,12034.5162351
701,6637.23318208
702,4936.22798887
703,11633.9467492
704,10268.7524065
705,5803.50389173
706,9966.9361665
707,11221.7548893
708,6091.42886985
709,5286.5514243
710,7318.18442895
711,6240.72862275
712,6070.92677151
713,7492.98185173
714,5404.30320346
715,5497.20839572
716,7762.87774482
717,7297.846882
718,8586.13608496
719,6304.25978138
720,7152.84695846
721,4529.65847581
722,8263.40444677
723,7409.37854518
724,6787.53351699
725,7159.28070855
726,7638.89509455
727,9987.16577378
728,6012.74483499
729,5329.02252864
730,6787.17380101
731,7458.94625635
732,7854.97501466
733,4671.33317791
734,4693.05580131
735,8170.04985676
736,5779.80942814
737,6155.99399651
738,8437.56984611
739,6629.05518337
740,7030.03611251
741,5286.56484245
742,4388.71443011
743,7279.24638072
744,6754.21803767
745,7007.08613714
746,10633.7871418
747,9032.97402112
748,5060.6743934
749,10267.2465214
750,3892.51098538
751,4016.33276705
752,6975.97559051
753,12153.3164311
754,9102.33810931
755,7701.61872614
756,5407.84742999
757,7401.52405667
758,10580.5732681
759,6568.55494471
760,8753.2064644
761,6617.28610181
762,4966.67232379
763,5659.10757205
764,5955.74032406
765,6068.51703748
766,5143.73816101
767,5724.28496352
768,4427.04605477
769,7661.36703346
770,7905.10915523
771,5598.81358542
772,6426.86535976
773,7319.24696483
774,5944.93840616
775,5119.25055933
776,9316.94296058
777,8311.67808985
778,6228.22320976
779,4394.02763984
780,13461.6081476
781,6870.02792105
782,5980.1582414
783,9495.47472132
784,8739.67300445
785,7813.38813436
786,6418.60481105
787,8033.57185509
788,9742.31527216
789,14137.7143778
790,5256.4848579
791,5321.98487255
792,5377.22413536
793,7695.94917217
794,6241.84522858
795,8145.05871464
796,9536.19956634
797,6258.07342357
798,4647.75116383
799,7105.48319025
800,8733.76147628
801,5215.90638424
802,7513.35212234
803,4371.47191158
804,8183.23793193
805,8479.65838975
806,7871.73662499
807,9689.35011265
808,6549.54933269
809,3829.68237091
810,7052.44302997
811,7594.51283033
812,8954.97030361
813,7908.39726535
814,7945.97560819
815,7442.62772279
816,4585.73249654
817,9836.25375085
818,4699.0316323
819,10955.8368842
820,6212.60602496
821,4353.64106603
822,7212.26535813
823,6656.68773636
824,7464.42231878
825,7538.72181203
826,3888.99015831
827,4909.83760714
828,7458.14803568
829,9795.9740332
830,10268.9516308
831,5040.86021115
832,6878.91303854
833,8935.60917518
834,6859.07516051
835,5959.69116126
836,10440.8502574
837,8858.22031203
838,11619.3761308
839,4334.26460297
840,5536.99892869
841,9967.53972106
842,8663.3471821
843,6061.19768449
844,10865.1848958
845,7122.25302063
846,5338.3083575
847,5920.50732708
848,4840.54221425
849,5459.21494268
850,6728.12078783
851,5266.10612688
852,5726.68311105
853,11006.2965279
854,7556.82545969
855,21209.6413786
856,6663.58114982
857,5094.23353934
858,8454.8767124
859,9421.90731712
860,6403.23402479
861,6856.78728091
862,5805.04771332
863,9381.5290586
864,8849.92884791
865,6060.3775388
866,6020.91690985
867,7219.51899272
868,8670.4045035
869,7315.7012419
870,8606.3721334
871,6046.68155464
872,4859.68700674
873,6112.45235004
874,10561.5518378
875,12081.4276055
876,10849.2930192
877,7917.08577817
878,5569.13700679
879,6196.8802346
880,5073.43328465
881,8909.28126919
882,10840.0506035
883,9778.82530332
884,6715.75190766
885,5888.19635792
886,4957.50342552
887,5577.52383257
888,11945.8525983
889,7714.44684739
890,5699.96996286
891,5927.23319823
892,8467.13758413
893,4242.35424244
894,7952.01741114
895,4618.18432199
896,6672.90900835
897,7886.26903067
898,5930.50486745
899,7519.20295104
900,6744.2023634
901,5242.14823094
902,7412.32201039
903,7571.8338945
904,11183.1220142
905,6269.21926026
906,9261.07969254
907,7787.23105153
908,10103.2312854
909,7168.96676687
910,10232.7162677
911,5241.92648663
912,5034.37098568
913,6973.78451321
914,6099.66172185
915,9318.75251232
916,8046.10677217
917,6083.79729465
918,7674.70370128
919,6905.87029505
920,10415.9690474
921,4227.87079657
922,15078.0019337
923,5427.14586175
924,6475.64361701
925,9205.77942789
926,6169.97436984
927,6706.99300738
928,6649.83020369
929,8057.15126694
930,5376.34205241
931,5680.58341194
932,8192.77785453
933,8155.74869309
934,8179.16930054
935,4841.40761869
936,7372.80299563
937,10766.2216383
938,6771.30456856
939,5021.13153131
940,7127.57878618
941,6232.91804804
942,7149.98274423
943,7337.71541411
944,4377.27832879
945,8402.45650921
946,6848.47741049
947,7765.97889237
948,7001.10696786
949,4645.15175097
950,7051.0218477
951,5919.36326704
952,7904.15644531
953,10154.1125463
954,5503.07508252
955,5658.43758995
956,6445.60508127
957,6201.48564121
958,6159.81654843
959,8946.65762839
960,7252.5825256
961,8196.95273299
962,6166.60906955
963,4982.32241903
964,7040.43993983
965,8121.2312909
966,9586.96481272
967,8624.78730435
968,8896.65281747
969,6368.37713489
970,9076.82755973
971,7018.80418603
972,8817.32482169
973,9299.14547357
974,7374.81919398
975,10893.4232543
976,8610.45348718
977,8472.07335902
978,6160.24946455
979,7571.27952654
980,8338.6272561
981,7237.5222308
982,4664.10220869
983,6098.78840636
984,8924.80960915
985,7588.03008814
986,5515.4378397
987,9194.59784895
988,7135.71466243
989,6141.5198149
990,6118.92089207
991,6066.38689879
992,8138.69896352
993,7824.06901666
994,7626.86759303
995,5539.62701502
996,5159.79458853
997,7287.36239492
998,4050.28354667
999,6398.60987153
1000,5632.2890587
1001,9791.59272147
1002,7809.35808668
1003,7036.54302163
1004,8529.55638343
1005,7133.77845286
1006,5183.32669707
1007,11690.9389283
1008,8091.07405219
1009,8799.18358341
1010,8272.54290234
1011,5349.38949596
1012,6373.21008021
1013,5841.19966468
1014,7762.7361509
1015,12890.1972909
1016,6215.35264259
1017,3611.3060744
1018,5947.09910658
1019,9127.40422761
1020,9637.54529819
1021,7105.67912699
1022,7975.95000319
1023,5112.21228791
1024,6021.3040778
1025,3514.74811532
1026,5565.01112959
1027,6091.27189489
1028,7248.90330882
1029,7993.74283535
1030,6766.25149866
1031,8283.49022745
1032,9259.98464046
1033,8031.92151952
1034,5439.05143256
1035,10212.468852
1036,12764.9696819
1037,6758.36392755
1038,8652.18799818
1039,5349.06346348
1040,6892.19829797
1041,4410.30227259
1042,8220.0042616
1043,5848.87796523
1044,9384.32188732
1045,7597.67682255
1046,9383.55139992
1047,8848.90391936
1048,5424.7831575
1049,9556.07943919
1050,20225.0801919
1051,12034.9469305
1052,6593.18428483
1053,3218.04339377
1054,6780.33139728
1055,10646.3752706
1056,5869.03791327
1057,11672.1593188
1058,19601.937536
1059,3695.08777413
1060,5766.86518543
1061,8890.47273461
1062,6142.60373356
1063,10671.1693269
1064,7358.9326247
1065,7794.13379234
1066,3520.06322669
1067,8055.46474121
1068,7212.37153488
1069,7920.40760331
1070,9665.54089014
1071,6487.0017749
1072,6023.78449273
1073,7370.19673969
1074,6190.69403266
1075,5328.39535802
1076,8282.85365316
1077,6185.0667806
1078,6709.94241521
1079,8046.05866128
1080,6514.88436712
1081,6009.90249763
1082,7939.94188401
1083,7968.05749659
1084,8666.8988824
1085,6068.89273047
1086,7097.09146918
1087,6081.09894435
1088,4013.36760773
1089,7354.20940995
1090,7738.69993479
1091,5496.36589373
1092,4796.36115956
1093,10645.19128
1094,8040.75415896
1095,9861.25729717
1096,7612.78625479
1097,6172.72546804
1098,5665.36106141
1099,4658.94482354
1100,10577.7997682
1101,5524.23613692
1102,8416.04338109
1103,15678.6721252
1104,7728.28862614
1105,6954.93710961
1106,4963.36553551
1107,5149.47536101
1108,7754.82557857
1109,4422.85900787
1110,6923.27966694
1111,10835.620845
1112,5754.23630271
1113,17675.6313932
1114,16034.9371385
1115,4987.02031133
1116,8132.10303215
1117,5510.91597982
1118,7117.09536265
1119,6099.71345704
1120,11527.5157082
1121,7782.08319923
1122,9545.82588277
1123,5029.81159907
1124,7505.36106996
1125,4797.30919695
1126,9223.74653328
1127,7227.96694247
1128,6420.54033663
1129,6827.07975526
1130,5457.32332158
1131,8847.76002989
1132,9659.15539635
1133,5964.13298893
1134,11352.9153256
1135,6921.7198612
1136,10066.8481652
1137,4813.81846762
1138,6126.48667764
1139,5844.86935723
1140,11629.729742
1141,6970.56341497
1142,7916.65849931
1143,7830.65010317
1144,9286.7016866
1145,4621.9008032
1146,8508.48461113
1147,6269.82231217
1148,4352.35372572
1149,16884.406236
1150,17932.7769551
1151,8317.80103441
1152,8857.03473007
1153,10555.4570704
1154,11239.6610843
1155,11545.8222274
1156,5458.21671316
1157,8371.52035093
1158,6187.64691457
1159,8746.46881445
1160,4245.24802966
1161,6331.74400342
1162,6126.5408941
1163,6024.39916938
1164,8360.71339116
1165,5813.20107675
1166,5314.14335488
1167,6311.17424638
1168,4093.27789912
1169,5262.34546917
1170,5889.68655962
1171,7998.73713576
1172,9519.80571295
1173,8883.45337226
1174,7878.15457772
1175,6244.9535352
1176,6377.0974803
1177,11958.6479075
1178,8751.41101754
1179,6195.45592861
1180,4706.60588462
1181,9161.23550935
1182,4822.74748453
1183,7252.49636725
1184,3511.62426788
1185,6272.77116112
1186,8633.83318508
1187,6523.65437532
1188,5652.68525827
1189,9036.58584564
1190,10021.2007959
1191,12693.954783
1192,6212.32298751
1193,9590.20516458
1194,3725.50037957
1195,5845.45347688
1196,6644.40589773
1197,4679.29032957
1198,8533.31963769
1199,5787.37850833
1200,5490.10043404
1201,9368.21054983
1202,12798.5338263
1203,9086.92569444
1204,5753.1438212
1205,5726.67394994
1206,8944.46158285
1207,8025.87447126
1208,6777.44645168
1209,5053.02976059
1210,7664.69352806
1211,10725.5749729
1212,5369.58242199
1213,7051.97918119
1214,8396.40377093
1215,9257.22855331
1216,13917.4561155
1217,6282.86100096
1218,14472.5754617
1219,7626.21269096
1220,5526.86808945
1221,3977.55233039
1222,7014.85761589
1223,6696.05189995
1224,5538.61353628
1225,7358.73767968
1226,4971.93755815
1227,4702.98357774
1228,7557.66227087
1229,4016.99067182
1230,8262.88519662
1231,7270.89637288
1232,8478.73245259
1233,8872.10263262
1234,5723.38338601
1235,9586.05259946
1236,7011.90478799
1237,5484.73222706
1238,5291.71435413
1239,6778.55528677
1240,11639.5818836
1241,6766.60565109
1242,5416.18886257
1243,9245.59920601
1244,8972.51198681
1245,7287.12649996
1246,7138.52930605
1247,9629.31673532
1248,5741.13976723
1249,5436.31253672
1250,6418.10420234
1251,8992.93815731
1252,6489.30821619
1253,6735.60994782
1254,6194.34686521
1255,5638.38721692
1256,4217.74475508
1257,5365.08414188
1258,8350.06390089
1259,8776.85801
1260,11303.3705075
1261,12002.9645204
1262,8129.18305136
1263,4355.0043405
1264,5118.03397003
1265,11592.8092663
1266,10284.6356099
1267,8462.98164106
1268,9394.93389507
1269,8476.4393954
1270,6199.80066962
1271,4243.39673696
1272,11445.7140955
1273,6091.74568521
1274,7293.24965577
1275,6867.84319257
1276,3651.08951013
1277,12431.4277513
1278,6023.17822893
1279,5615.78782399
1280,4928.02896155
1281,6206.35569588
1282,6915.8020905
1283,9878.39237691
1284,6403.2346913
1285,4719.66663919
1286,5750.79439536
1287,5380.61509469
1288,3521.21249375
1289,7663.74808309
1290,19103.5010327
1291,5703.39174262
1292,5624.4790614
1293,7685.22370533
1294,5255.51631634
1295,6149.1431017
1296,4894.03960249
1297,5213.57278031
1298,7351.57262638
1299,7603.14609523
1300,4650.97488934
1301,9683.09298241
1302,6674.29914405
1303,5222.08416914
1304,8815.52378469
1305,9123.01725328
1306,10463.997174
1307,6617.60952117
1308,7775.32469834
1309,5217.54751321
1310,6099.42709117
1311,17100.7190913
1312,9782.19903163
1313,6421.59127683
1314,5084.89705891
1315,4903.03475448
1316,6200.86053053
1317,4851.35831006
1318,9676.05444386
1319,5472.00919464
1320,6146.26156326
1321,7359.30779565
1322,5211.07649316
1323,7087.61672519
1324,7909.08206359
1325,8498.80460236
1326,7447.28554891
1327,4690.26244957
1328,6039.73558837
1329,6976.51875014
1330,10621.1747787
1331,9215.53438902
1332,7068.64131089
1333,5366.30962535
1334,7942.18512895
1335,6818.76514416
1336,4711.05422459
1337,7622.6838035
1338,7632.46823731
1339,7162.69672361
1340,6439.88711179
1341,7247.52742951
1342,7971.64732316
1343,5768.35847079
1344,7130.78225486
1345,7070.27423027
1346,7031.71606038
1347,9316.69033168
1348,6364.05944004
1349,5601.66891379
1350,12669.1154305
1351,6500.45945352
1352,4338.5834139
1353,8658.4971029
1354,9525.0458573
1355,12212.1206354
1356,5509.52498453
1357,6154.86836921
1358,6663.74534581
1359,8402.70436451
1360,6363.33865041
1361,8777.05501579
1362,3405.52507698
1363,6929.42222326
1364,6796.17044636
1365,6738.72680453
1366,5304.85485461
1367,7302.25284363
1368,9896.4010145
1369,4864.72708645
1370,9544.38616023
1371,7588.14649837
1372,9382.38748953
1373,4776.73017106
1374,7388.34158795
1375,6548.19768199
1376,7746.03689416
1377,9389.72876643
1378,4391.60822236
1379,7471.85827006
1380,8750.57869235
1381,7802.37430262
1382,5091.76413106
1383,3925.44505933
1384,8006.84834209
1385,7725.83322158
1386,8912.90574903
1387,7713.67626972
1388,6264.49824272
1389,8690.27521411
1390,7692.48785788
1391,7864.96156802
1392,8547.39238813
1393,6432.32496079
1394,8664.19077065
1395,11593.134444
1396,9026.11013707
1397,4145.43352542
1398,6654.12314737
1399,4987.30131918
1400,3705.50969473
1401,9191.37261756
1402,5885.50196537
1403,9098.97954789
1404,4843.43471298
1405,7868.63439079
1406,6985.98470045
1407,12345.6561031
1408,4857.09108195
1409,5979.00344076
1410,6413.35979406
1411,8759.31501719
1412,5461.24477191
1413,8084.07248553
1414,7882.5477175
1415,10591.8780196
1416,7364.71839906
1417,6995.24831232
1418,5829.44067888
1419,5185.31352108
1420,5221.9875276
1421,11221.0002047
1422,10725.6242463
1423,6224.32535112
1424,15428.997107
1425,6982.32633491
1426,5485.10895513
1427,6712.60745027
1428,8696.37130438
1429,10384.3547807
1430,7622.28860867
1431,8070.53838958
1432,8609.38133797
1433,7862.67792966
1434,6698.61148477
1435,6104.96589349
1436,5987.1102101
1437,5416.39957932
1438,4676.00483433
1439,6083.9809413
1440,9782.09391312
1441,17515.7486104
1442,6945.2239256
1443,5653.82722328
1444,8460.29582851
1445,4112.82087619
1446,6651.82406801
1447,4167.42510164
1448,9145.91750924
1449,6533.64698837
1450,6650.65454557
1451,14227.6344074
1452,11340.2988909
1453,7245.34132114
1454,7171.54943906
1455,3870.75176956
1456,6275.07815494
1457,5966.60813119
1458,8975.83391734
1459,5364.04963189
1460,4193.97054898
1461,6883.11239443
1462,5707.14486906
1463,8335.75134107
1464,6954.71999202
1465,3391.02758358
1466,7471.46178977
1467,8161.09332643
1468,8944.81722542
1469,5348.72855977
1470,5574.53188848
1471,8240.78753518
1472,4540.13852157
1473,10436.7193655
1474,5621.22412885
1475,5174.36875396
1476,7407.48568312
1477,6812.4124138
1478,4899.57710539
1479,6833.35722838
1480,8146.54621087
1481,10316.6191888
1482,11303.7094152
1483,6178.65846424
1484,4164.62417402
1485,6254.58721093
1486,8733.68356402
1487,5430.14944237
1488,6856.11945666
1489,6597.19216895
1490,12607.9903424
1491,8552.5471247
1492,6327.74386235
1493,7735.17570367
1494,5005.58975383
1495,9425.51341016
1496,6515.98099917
1497,15157.0522875
1498,6912.48173539
1499,6158.1356614
1500,5630.29303337
1501,3439.59970702
